role_id,civil,type,statut,age,stat_amour
tc0755-LEXEMPT,,H,exempt,A,néant
tc0755-ARCHERS,,H,archer,A,néant
tc0630-MADAMEARTUS,,H,bourgeois,A,néant
tc0630-MADAMEARGANTE,,H,bourgeois,A,néant
tc0630-DAMIS,,H,bourgeois,A,néant
tc0630-CELIDE,,H,bourgeois,A,néant
tc0630-DORANTE,,H,bourgeois,A,Rosette
tc0630-ROSETTE,,H,bourgeois,A,Dorante
tc0630-ERASTE,,H,bourgeois,A,néant
tc0630-MONSIEURLUDET,,H,notaire,A,néant
tc0630-FINETTE,,H,femme de chambre,A,néant
tc0630-MERLIN,,H,valet,A,néant
tc0019-LA-GRANGE,,H,bourgeois,A,amoureux
tc0019-DU-CROISY,,H,bourgeois,A,amoureux
tc0019-GORGIBUS,,H,bourgeois,A,néant
tc0019-MAGDELON,,H,bourgeois,J,néant
tc0019-CATHOS,,H,bourgeois,J,néant
tc0019-MAROTTE,,H,servante,A,néant
tc0019-ALMANZOR,,H,laquais,A,néant
tc0019-MASCARILLE,,H,valet,A,néant
tc0019-JODELET,,H,valet,A,néant
tc0019-DEUX-PORTEURS,,H,porteur de chaise,A,néant
tc0019-VOSINES,,H,bourgeois,A,néant
tc0019-VIOLONS,,H,musicien,A,néant
tc0750-LECHEVALIERDESAINT-ALBIN,,H,officier,A,néant
tc0750-LECHEVALIERDETERVILLE,,H,officier,A,néant
tc0750-DUMONT,,H,capitaine,A,néant
tc0750-VICTOIRE,,H,bourgeois,A,néant
tc0750-JULIE,,H,bourgeois,A,néant
tc0750-FRONTIN,,H,valet,A,néant
tc0750-PILOTIN,,H,valet,A,néant
tc0402-TERVILLE,,H,aristocrate,A,néant
tc0402-MONTBRISSON,,H,aristocrate,A,néant
tc0402-LECOMTEDEVERSEUIL,,H,comte,A,néant
tc0402-MONSIEURDESAINGERANS,,H,aristocrate,A,néant
tc0402-MADAMEDEVERSEUIL,,H,comte,A,néant
tc0402-JULIE,,H,aristocrate,A,néant
tc0402-NERINE,,H,aristocrate,A,néant
tc0402-LAFLEUR,,H,valet,A,néant
tc0402-UNLAQUAISdeVERSEUIL,,H,laquais,A,néant
tc0402-UNAUTRELAQUAIS,,H,laquais,A,néant
tc0405-,,H,,A,
tc0405-,,H,,A,
tc0405-,,H,,A,
tc0405-,,H,,A,
tc0405-,,H,,A,
tc0405-,,H,,A,
tc0405-,,H,,A,
tc0405-,,H,,A,
tc0323-APOLLON,,D,dieu,A,néant
tc0323-LESMUSES,,D,muse,A,néant
tc0323-LAMOUR,,D,dieu,A,néant
tc0323-LAGLOIRE,,H,allégorie,A,néant
tc0323-TROUPEDERISETDEJEUX,,H,jeux,A,néant
tc0323-EGLE,,H,berger,A,néant
tc0323-DORIS,,H,berger,A,néant
tc0323-HESIODE,,H,poète,A,néant
tc0323-EUTERPE,,D,muse,A,néant
tc0323-OVIDE,,H,poète,A,néant
tc0323-ERITHIE,,H,berger,A,néant
tc0323-ANACREON,,H,berger,A,néant
tc0323-POLYCRATE,,H,berger,A,néant
tc0323-THEMIRE,,H,berger,A,néant
tc0323-TROUPEDESAMIENNES,,H,peuple,A,néant
tc0323-TROUPEDESARMATES,,H,peuple,A,néant
tc0323-TOURPEDEBERGERS,,H,berger,A,néant
tc0875-ALCESTE,,H,aristocrate,A,Célimène
tc0875-PHILINTE,,H,aristocrate,A,néant
tc0875-ORONTE,,H,aristocrate,A,Célimène
tc0875-CELIMENE,,H,aristocrate,A,Alceste
tc0875-ELIANTE,,H,aristocrate,A,néant
tc0875-ARSINOE,,H,aristocrate,A,néant
tc0875-ACASTE,,H,marquis,A,néant
tc0875-CLITANDRE,,H,marquis,A,néant
tc0875-BASQUE,,H,valet,A,néant
tc0875-DUBOIS,,H,valet,A,néant
tc0875-UNGARDE,,H,garde,A,néant
tc0585-LEROIDEBARCELONE,,H,roi,A,néant
tc0585-MONCADE,,H,aristocrate,A,néant
tc0585-CLOTAIRE,,H,rpince,A,néant
tc0585-LINDAMIRE,,H,aristocrate,A,néant
tc0585-DONAELVIRE,,H,aristocrate,A,néant
tc0585-LEONOR,,H,aristocrate,A,néant
tc0585-DONALVAR,,H,aristocrate,A,néant
tc0585-CARLOS,,H,capitaine,A,néant
tc0141-LAVICTOIRE,,H,allégorie,A,néant
tc0141-BELLONE,,H,dieu,A,néant
tc0141-LAGLOIRE,,H,allégorie,A,néant
tc0141-CHOEURPARISIENS,,H,peuple,A,néant
tc0141-CHOEURBERGERS,,H,berger,A,néant
tc0141-CREON,,H,roi,A,néant
tc0141-CREUSE,,H,prince,A,néant
tc0141-MEDEE,,H,prince,A,néant
tc0141-JASON,,H,prince,A,néant
tc0141-ORONTE,,H,prince,A,néant
tc0141-ARCAS,,H,confident,A,néant
tc0141-NERINE,,H,confident,A,néant
tc0141-CLEONE,,H,confident,A,néant
tc0141-CONTINTHIENS,,H,soldat,A,néant
tc0141-TROUPEDARGIENS,,H,soldat,A,néant
tc0141-UNPETITARGIEN,,H,peuple,E,néant
tc0141-TROUPEDECAPTIFS,,H,prisonnier,A,néant
tc0141-DEMONS,,D,démon,A,néant
tc0224-SEMIRAMIS,,H,roi,A,néant
tc0224-ARSACE,,H,prince,A,néant
tc0224-AZEMA,,H,prince,A,néant
tc0224-ASSUR,,H,prince,A,néant
tc0224-OROES,,H,prêtre,A,néant
tc0224-OTANE,,H,ministre,A,néant
tc0224-MITRANE,,H,confident,A,néant
tc0224-CEDAR,,H,confident,A,néant
tc0224-GARDES,,H,garde,A,néant
tc0224-MAGES,,H,mage,A,néant
tc0224-ESCLAVES,,H,esclave,A,néant
tc0224-SUITE,,H,suite,A,néant
tc0653-ETEOCLE,,H,roi,A,amoureux
tc0653-POLINICE,,H,roi,A,amoureux
tc0653-OEDIPE,,H,roi,A,amoureux
tc0653-JOCASTE,,H,roi,A,amoureux
tc0653-ANTIGONE,,H,prince,A,amoureux
tc0653-HEMON,,H,officier,A,amoureux
tc0653-ACASTE,,H,officier,A,amoureux
tc0769-ALEXANDRE,,H,prince,A,néant
tc0769-ARIDEE,,H,prince,A,néant
tc0769-STATIRE,,F,prince,A,néant
tc0769-EPHESTION,,H,prince,A,néant
tc0769-PHILIPPE,,H,médecin,A,néant
tc0769-GARDES,,H,gardes,A,néant
tc0511-SCIPION,,H,consul,A,néant
tc0511-LELIE,,H,lieutenant,A,néant
tc0511-SYPHAX,,H,roi,A,néant
tc0511-SOPHONISBE,,H,prince,A,néant
tc0511-MASSINISSE,,H,roi,A,néant
tc0511-ACTOR,,H,suivant,A,néant
tc0511-ALAMAR,,H,officier,A,néant
tc0511-PHAEDIME,,H,suivante,A,néant
tc0511-ROMAINS,,H,soldat,A,néant
tc0511-NUMIDES,,H,soldat,A,néant
tc0511-LICTEURS,,H,soldat,A,néant
tc0399-ALCANDRE,,H,magicien,A,néant
tc0399-PRIDAMANT,,H,bourgeois,V,néant
tc0399-DORANTE,,H,bourgeois,A,néant
tc0399-MATAMORE,,H,capitaine,A,amoureux
tc0399-CLINDOR,,H,suivant,A,amoureux
tc0399-ADRASTE,,H,aristocrate,A,néant
tc0399-GERONTE,,H,bourgeois,V,néant
tc0399-ISABELLE,,H,bourgeois,A,néant
tc0399-LYSE,,H,aristocrate,A,néant
tc0399-LE-GEOLIER,,H,geôlier,A,néant
tc0399-PAGE,,H,page,A,néant
tc0399-THEAGENE,,H,aristocrate,A,néant
tc0399-HIPOLITE,,H,aristocrate,A,néant
tc0399-CLARINE,,H,suivante,A,néant
tc0399-ERASTE,,H,écuyer,A,néant
tc0399-DOMESTIQUESDADRESTE,,H,domestique,A,néant
tc0399-DOMESTIQUESDEFLORILAME,,H,domestique,A,néant
tc0503-THESEE,,H,roi,A,néant
tc0503-PHEDRE,,H,roi,A,néant
tc0503-HIPPOLYTE,,H,prince,J,néant
tc0503-ARICIE,,H,prince,J,néant
tc0503-IDAS,,H,gouverneur,A,néant
tc0503-ARCAS,,H,confident,A,néant
tc0503-CLEONE,,H,confident,A,néant
tc0503-MEGISTE,,H,domestique,A,néant
tc0503-GARDES,,H,garde,A,néant
tc0420-DIOCLETIEN,,H,empereur,A,néant
tc0420-VALERIE,,H,prince,J,néant
tc0420-ADRIEN,,H,preticien,A,néant
tc0420-JULIE,,H,aristocrate,A,néant
tc0420-SERASTE,,H,capitaine,A,néant
tc0420-MARCELLIN,,H,lieutenant,A,néant
tc0420-SERGESTE,,H,lieutenant,A,néant
tc0420-GARDES,,H,,A,néant
tc0766-ARTABAZE,,H,capitaine,A,néant
tc0766-AMIDOR,,H,poète,A,néant
tc0766-FILIDAN,,H,bourgeois,A,amoureux
tc0766-PHALANTE,,H,bourgeois,A,néant
tc0766-MELISSE,,H,bourgeois,A,amoureux
tc0766-HESPERIE,,H,bourgeois,A,néant
tc0766-SESTIANE,,H,bourgeois,A,amoureux
tc0766-ALCIDON,,H,bourgeois,A,néant
tc0766-LYSANDRE,,H,bourgeois,A,néant
tc0299-RAGOT,,H,fripier,A,néant
tc0299-MADAMERAGOT,,H,bourgeois,A,néant
tc0299-JANOT,,H,employé,A,néant
tc0299-SIMON,,H,savetier,A,néant
tc0299-SUZON,,H,bourgeois,J,néant
tc0299-DODINET,,H,rat-de-cave,A,néant
tc0299-UNCLERCDECOMMISSAIRE,,H,clerc,A,néant
tc0299-UNGARÇONPATISSIER,,H,patissier,A,néant
tc0299-LECAPORALDUGUET,,H,caporal,A,néant
tc0299-DESSOLDATS,,H,soldats,A,néant
tc0598-CARLOS,M,H,aristocrate,A,Isabelle
tc0598-CLARINE,F,H,suivante,A,néant
tc0598-FABRICE,M,H,aristocrate,A,Climène
tc0598-CLIMENE,F,H,aristocrate,A,Fabrice, Le Duc
tc0598-JACINTE,F,H,suivante,A,néant
tc0598-FERDINAND,M,H,duc,A,Isabelle
tc0598-VALERE,M,H,capitaine,A,néant
tc0598-ISABELLE,F,H,aristocrate,A,néant
tc0598-ALPHONSE,M,H,aristocrate,A,néant
tc0598-LICASTE,M,H,domestique,A,néant
tc0598-CELIN,M,H,domestique,A,néant
tc0598-GARDES,G,H,garde,A,néant
tc0839-CLEARQUE,,H,roi,A,néant
tc0839-LISANDRE,,H,aristocrate,A,néant
tc0839-FLORESTOR,,H,écuyer,A,néant
tc0839-ROSEMONDE,,H,roi,A,néant
tc0839-ARGENIE,,H,prince,A,néant
tc0839-THEOTIME,,H,sacrificateur,A,néant
tc0839-ARCHANE,,H,ministre,A,néant
tc0839-PHILIS,,H,fille d'honneur,A,néant
tc0839-RUTILE,,H,jardinier,A,néant
tc0839-MELANIRE,,H,jardinier,A,néant
tc0839-ANTHENOR,,H,chancellier,A,néant
tc0839-ARISTE,,H,lieutenant,A,néant
tc0839-ARMILE,,H,page,A,néant
tc0839-TROUPE,,H,courtisan,A,néant
tc0839-JUGES,,H,juge,A,néant
tc0839-CHOEUR_SICILIEN,,H,choeur,A,néant
tc0839-CHOEUR_TROMPETTES,,H,choeur,A,néant
tc0792-CLEON,,H,bourgeois,A,néant
tc0792-LISANDRE,,H,bourgeois,A,amoureua
tc0792-TARTUFFE,,H,bourgeois,A,amoureux
tc0792-LIDIANE,,H,bourgeois,A,néant
tc0792-LISE,,H,servante,A,néant
tc0792-LAURENS,,H,valet,A,néant
tc0648-GUILLAUME,,H,bûcheron,A,néant
tc0648-PERRETTE,,H,paysan,A,néant
tc0648-LE-PETIT-POUCET,,H,enfant,E,néant
tc0648-PIERROT,,H,enfant,E,néant
tc0648-JAVOTTE,,H,enfant,E,néant
tc0648-JANETTE,,H,enfant,E,néant
tc0648-L-OGRE,,H,ogre,A,néant
tc0648-LA-MERE-BONNETTE,,H,servante,V,néant
tc0648-LA-BRISEE,,H,garde-chasse,A,néant
tc0648-LA-RENTREE,,H,garde-chasse,A,néant
tc0648-BOURGUIGNON,,H,laquais,A,néant
tc0648-BEAUVAIS,,H,laquais,A,néant
tc0441-TARQUIN,,H,empereur,A,néant
tc0441-COLLATIN,,H,aristocrate,A,néant
tc0441-LUCRECE,,H,aristocrate,A,néant
tc0441-BRUTE,,H,aristocrate,A,néant
tc0441-LIVIE,,H,suivante,A,néant
tc0441-CORNELIE,,H,suivante,A,néant
tc0441-LIBANE,,H,esclave,A,néant
tc0441-PROCULE,,H,domestique,A,néant
tc0441-LE_PERE,,H,aristocrate,A,néant
tc0338-,,H,aristocrate,V,Mademoiselle Dupin
tc0338-,,H,aristocrate,V,néant
tc0338-,,H,aristocrate,V,Monsieur de Montire
tc0338-,,H,chevalier,V,néant
tc0793-CESAR,,,,,
tc0793-ANTOINE,,,,,
tc0793-BRUTUS,,,,,
tc0793-CASSIUS,,,,,
tc0793-CIMBER,,,,,
tc0793-DECIME,,,,,
tc0793-DOLABELLA,,,,,
tc0793-CASCA,,,,,
tc0793-CINNA,,,,,
tc0793-ROMAINS,,,,,
tc0793-LICTEURS,,,,,
tc0746-COLIN,,H,berger,A,amant
tc0746-COLETTE,,H,berger,A,amant
tc0746-DEVIN,,H,devin,A,néant
tc0746-CHOEUR,,H,paysans,A,néant
tc0370-EUGENE,,H,abbé,A,néant
tc0370-MESSIREJEAN,,H,chapelain,A,néant
tc0370-GUILLAUME,,H,bourgeois,A,néant
tc0370-ALIX,,H,aristacrate,A,néant
tc0370-FLORIMOND,,H,aristocrate,A,néant
tc0370-ARNAULT,,H,laquais,A,néant
tc0370-PIERRE,,H,domestique,A,néant
tc0370-HELENE,,H,bourgeois,A,néant
tc0370-MATTHIEU,,H,créancier,A,néant
tc0895-ORONTE,,H,bourgeois,A,néant
tc0895-CLITANDRE,,H,bourgeois,A,Célide
tc0895-MONSIEURDEBUTORVILLE,,H,aristocrate,A,Cidalise
tc0895-MONSIEURDESMINUTES,,H,bourgeois,A,Lucile
tc0895-CYNOEDOR,,H,génie,A,néant
tc0895-LOLIVE,,H,valet,A,néant
tc0895-CIDALIE,,H,bourgeois,A,néant
tc0895-CELIDE,,H,bourgeois,A,Clitandre
tc0895-ARAMINTE,,H,bourgeois,A,néant
tc0895-LUCILE,,H,bourgeois,A,néant
tc0895-MARTON,,H,suivante,A,néant
tc0895-FINETTE,,H,suivante,A,néant
tc0895-TROUPEDEMASQUESetDEJOUEURSDINSTRUMENTS,,H,musicien,A,néant
tc0547-FLAMINIA,,H,bourgeois,A,néant
tc0547-SILVIA,,H,bourgeois,A,néant
tc0547-SPINETTE,,H,suivante,A,néant
tc0547-MARIO,,H,bourgeois,A,néant
tc0547-ARLEQUIN,,H,valet,A,néant
tc0547-MONSIEURRHUBARBINI,,H,médecin,A,néant
tc0547-TRIVELIN,,H,valet,A,néant
tc0547-UNNOTAIRE,,H,notaire,A,néant
tc0547-DANSEURSetCHANTEURS,,H,musiciens,A,néant
tc0227-SPADARILLE,,H,gouverneur,A,néant
tc0227-CLEANDRE,,H,aristocrate,A,néant
tc0227-OLIMPIE,,H,aristocrate,A,néant
tc0227-ALCIDOR,,H,aristocrate,V,néant
tc0227-CASCADET,,H,valet,A,néant
tc0737-BELISE,,H,bourgeois,A,néant
tc0737-CELIDE,,H,bourgeois,A,néant
tc0737-BARTOLIN,,H,avocat,A,néant
tc0737-MARTON,,H,servante,A,néant
tc0737-VALERE,,H,bourgeois,A,néant
tc0737-FRONTIN,,H,valet,A,néant
tc0737-GARBATACASE,,H,bourgeois,A,néant
tc0737-LACOMTESSE,,H,comte,A,néant
tc0737-LAMARQUISE,,H,marquis,A,néant
tc0737-LINTENDANTE,,H,intendant,A,néant
tc0737-CLITANDRE,,H,bourgeois,A,néant
tc0737-ERASTE,,H,aristocrate,A,néant
tc0737-LEMARQUIS,,H,marquis,A,néant
tc0737-LECAISSIER,,H,caissier,A,néant
tc0737-JASMIN,,H,bourgeois,A,néant
tc0737-TROUPEDEMASQUESetDEMUSICIENS,,H,musicien,A,néant
tc0639-LEBARON,,H,baron,A,néant
tc0639-MONSIEURGROGNET,,H,médecin,A,néant
tc0639-MADAMEGUIMAUVIN,,H,bourgeois,A,néant
tc0639-LAPRESIDENTE,,H,bourgeois,A,néant
tc0639-LECHEVALIERDELABRESSANDIERE,,H,chevalier,A,néant
tc0639-LAMARQUISEDEFOURBANVILLE,,H,marquis,A,néant
tc0639-BABET,,H,bourgeois,A,néant
tc0639-BLAISE,,H,paysan,A,néant
tc0639-VALERE,,H,aristocrate,A,néant
tc0639-LAROCHE,,H,valet,A,néant
tc0639-JASMIN,,H,laquais,A,néant
tc0639-MUSISIENSETDANSEURS,,H,danseur,A,néant
tc0881-LALZIRE,,H,bourgeois,A,néant
tc0881-NEGRITTE,,H,suivante,A,néant
tc0881-BONHOMMES,,H,bourgeois,A,néant
tc0881-GARNEMENT,,H,gouverneur,A,néant
tc0881-FADEZE,,H,bourgeois,A,néant
tc0881-MATAMORE,,H,bourgeois,A,néant
tc0881-NEGRILLON,,H,bourgeois,A,néant
tc0881-SUITE,,H,suite,A,néant
tc0881-UNGARDE,,H,garde,A,néant
tc0269-MADAMESAVON,,H,blanchisseuse,A,néant
tc0269-SUZETTE,,H,coiffeuse,J,Foulonet
tc0269-MADAMELAIGUILLE,,H,couturière,A,néant
tc0269-MONSIEURTHERIAQUE,,H,apothicaire,A,néant
tc0269-MONSIEURFOULON,,H,chapelier,A,néant
tc0269-MADAMEFOULON,,H,bourgeois,A,néant
tc0269-FOULONET,,H,bourgeois,J,Suzette
tc0269-MONSIEURLAPLUME,,H,écrivain public,A,néant
tc0269-MADAMEROGNON,,H,commerçant,A,néant
tc0269-GILLES,,H,valet,A,néant
tc0269-UNNOTAIRE,,H,notaire,A,néant
tc0269-UNGARÇONROTISSEUR,,H,employé,J,néant
tc0269-UNSAVOYARD,,H,bourgeois,A,néant
tc0185-MONSIEURORONTE,,H,bourgeois,A,néant
tc0185-FANCHON,,H,bourgeois,A,néant
tc0185-MONSIEURLICANDRE,,H,poète,A,néant
tc0185-MONSIEURORONTE,,H,bourgeois,A,néant
tc0185-BELISE,,H,bourgeois,A,néant
tc0185-ANGELIQUE,,H,bourgeois,A,néant
tc0185-DORANTE,,H,bourgeois,A,angélique
tc0185-MONSIEUR-LICANDRE,,H,poète,A,néant
tc0185-LEMARQUIS,,H,marquis,A,néant
tc0185-LINTENDANT,,H,intendant,A,néant
tc0185-LETAILLEUR,,H,tailleur,A,néant
tc0185-LOLIVE,,H,valet,A,néant
tc0185-LESENECHAL,,H,sénéchal,A,néant
tc0185-LACOMTESSE,,H,comtesse,A,néant
tc0185-UNCLERC,,H,clerc,A,néant
tc0202-ALMEDOR,,H,aristocrate,A,néant
tc0202-ROSANDRE,,H,aristocrate,A,néant
tc0202-PHILANTE,,H,aristocrate,J,néant
tc0202-LUCIANE,,H,aristocrate,J,amoureux
tc0202-ORONTE,,H,aristocrate,A,néant
tc0202-BRASIDE,,H,aristocrate,A,néant
tc0202-CLORIAN,,H,aristocrate,A,néant
tc0202-BELISE,,H,aristocrate,A,néant
tc0202-DORISTE,,H,domestique,A,néant
tc0202-POLIDON,,H,page,A,néant
tc0177-LEONORE,,H,bourgeois,A,néant
tc0177-DAMON,,H,bourgeois,A,néant
tc0177-MONSIEURSCRUPULE,,H,bourgeois,A,néant
tc0177-NICAISE,,H,bourgeois,J,néant
tc0177-JEROME,,H,bourgeois,A,néant
tc0177-LOUISON,,H,bourgeois,A,néant
tc0177-NANETTE,,H,bourgeois,A,néant
tc0177-BABET,,H,bourgeois,A,néant
tc0177-FANCHON,,H,bourgeois,A,néant
tc0177-JAVOTTE,,H,bourgeois,A,néant
tc0177-UNMARCHANDDECHANSON,,H,commerçant,A,néant
tc0177-UNEMARCHANDEDECHANSON,,H,commerçant,A,néant
tc0177-PREMIEREMARMOTTE,,H,bourgeois,E,néant
tc0177-SECONDEMARMOTTE,,H,bourgeois,E,néant
tc0157-ARTEMISE,,H,roi,A,néant
tc0157-DORALIE,,H,prince,j,néant
tc0157-HYPERIE,,H,eclave,A,néant
tc0157-CENOMANT,,H,roi,A,néant
tc0157-ALCANDRE,,H,général,A,néant
tc0157-CEOBANTE,,H,prince,A,néant
tc0157-TYRENE,,H,lieutenant,A,néant
tc0157-LYZIDAN,,H,capitaine,A,néant
tc0157-GARDES,,H,gardes,A,néant
tc0157-LECHANSON,,H,échanson,A,néant
tc0044-ANTIOCHUS,,H,roi,A,néant
tc0044-SALMONE,,H,bourgeois,A,néant
tc0044-MACCABEE,,H,bourgeois,A,néant
tc0044-ZORAÏDE,,H,bourgeois,A,néant
tc0044-AZAËL,,H,prince,J,néant
tc0044-PHOSTIME,,H,ambassadeur,A,néant
tc0044-ELISE,,H,confident,A,néant
tc0044-PHOEDIME,,H,confident,A,néant
tc0044-MENELAUS,,H,aristocrate,A,néant
tc0044-ACHAS,,H,confident,A,néant
tc0044-ALCIME,,H,confident,A,néant
tc0044-GARDES,,H,soldat,A,néant
tc0044-TROUPEDEJUIFS,,H,peuple,A,néant
tc0301-LACOMTESSEDESCARBAGNAS,,H,comte,A,néant
tc0301-LECOMTE,,H,comte,J,néant
tc0301-LEVICOMTE,,H,vicomte,J,Julie
tc0301-JULIE,,H,aristocrate,J,Le Vicomte
tc0301-MONSIEUR-THIBAUDIER,,H,bourgeois,A,La Comtesse
tc0301-MONSIEUR-HARPIN,,H,receveur des impôts,A,La Comtesse
tc0301-MONSIEUR-BOBINET,,H,précepteur,A,néant
tc0301-ANDREE,,H,suivante,A,néant
tc0301-JEANNOT,,H,laquais,A,néant
tc0301-CRIQUET,,H,laquais,A,néant
tc0903-DAMON,,H,poète,A,néant
tc0903-LYCANDRE,,H,poète,A,néant
tc0903-FLORIMOND,,H,directeur de troupe,A,néant
tc0903-DUBREUIL,,H,comédien,A,néant
tc0903-SAINVILLE,,H,comédien,A,néant
tc0903-JULIE,,H,comédien,A,néant
tc0903-FLORINDE,,H,comédien,A,néant
tc0903-LEVIER,,H,machiniste,A,néant
tc0903-UNMAJORDINFANTERIE,,H,militaire,A,néant
tc0903-GALONNIER,,H,tailleur,A,néant
tc0903-MAROQUIN,,H,cordonnier,A,néant
tc0903-PLUSIEURSACTEURS,,H,acteur,A,néant
tc0015-VENUS,,D,dieu,A,néant
tc0015-MARS,,D,dieu,A,néant
tc0015-VULCAIN,,D,dieu,A,néant
tc0015-PLUTUS,,D,dieu,A,néant
tc0015-MERCURE,,D,dieu,A,néant
tc0015-JUPITER,,D,dieu,A,néant
tc0015-JUNON,,D,dieu,A,néant
tc0015-CUPIDON,,D,dieu,A,néant
tc0015-DIANE,,D,dieu,A,néant
tc0015-L-OCEAN,,D,dieu,A,néant
tc0015-PLUTON,,D,dieu,A,néant
tc0015-BACCHUS,,D,dieu,A,néant
tc0015-UN-TAMBOUR,,H,musicien,A,néant
tc0015-CUPIDON,,D,dieu,A,néant
tc0015-BELLONE,,D,dieu,A,néant
tc0015-MOMUS,,H,dieu,A,néant
tc0015-UN-AMOUR,,D,amour,A,néant
tc0015-UN-CHANTEUR,,H,chanteur,A,néant
tc0015-PLUSIEURS-AMOURS-ET-DIVINITES,,D,aristocrate,A,néant
tc0473-LYDIE,,H,prince,A,néant
tc0473-DIOCLEE,,H,confident,A,néant
tc0473-THEOXENE,,H,fille d'honneur,A,néant
tc0473-ALCIONEE,,H,aristocrate,A,Lydie
tc0473-ACHATE,,H,aristocrate,A,néant
tc0473-LEROI,,H,roi,A,néant
tc0473-ALCIRE,,H,aristocrate,A,néant
tc0473-CALLISTHENE,,H,aristocrate,A,néant
tc0236-HORTANSE,,H,aristocrate,A,néant
tc0236-ANGELIQUE,,H,aristocrate,A,néant
tc0236-LEBARON,,H,baron,A,néant
tc0236-LEVICOMTE,,H,vicomte,A,néant
tc0708-LESAGAMO,,H,roi,A,néant
tc0708-TOURMENTINE,,H,princesse,A,néant
tc0708-CARABOSSE,,H,suivante,A,néant
tc0708-LEANDRE,,H,bourgeois,A,néant
tc0708-ARLEQUIN,,H,valet,A,néant
tc0708-ARGENTINE,,H,bourgeois,A,néant
tc0708-MARNIETTE,,H,suivante,A,néant
tc0708-LEGOUGOU,,P,monstre,A,néant
tc0708-PIERROT,,H,sacrificateur,A,néant
tc0708-LEGENIEBENINGUET,,H,génie,A,néant
tc0708-OFFICIERSDUSAGAMO,,H,officier,A,néant
tc0708-LEFAVORIduSAGAMO,,H,favori,A,néant
tc0708-TROUPEDESAUVAGES,,H,peuple,A,néant
tc0708-TROUPESDELUTINS,,H,lutin,A,néant
tc0048-ZACHARIE,,H,usurier,A,néant
tc0048-TRAPOLIN,,H,agioteur,A,néant
tc0048-DURILLON,,H,procureur,A,néant
tc0048-MADAMESARA,,H,bourgeois,A,néant
tc0048-SUZON,,H,bourgeois,A,néant
tc0048-CRAQUINET,,H,bourgeois,A,néant
tc0048-URBINE,,H,agioteur,A,néant
tc0048-DARGENTAC,,H,fripon,A,néant
tc0048-LABARONNEDEVA-PARTOUT,,H,joueuse,A,néant
tc0048-DUBOIS,,H,bourgeois,A,néant
tc0048-CLAUDINE,,H,servante,A,néant
tc0048-LEMARQUISDAUDINET,,H,marquis,A,néant
tc0048-LUCAS,,H,paysan,A,néant
tc0048-MADAMEDEMALPROFIT,,H,aristocrate,A,néant
tc0048-GUILLAUME,,H,employé,A,néant
tc0048-CANGRENE,,H,agioteur,A,néant
tc0048-CHICANVILLE,,H,bourgeois,A,néant
tc0048-UNFIACRE,,H,fiacre,A,néant
tc0048-UNLAQUAISDETAPOLIN,,H,laquzis,A,néant
tc0578-LEDUC,,H,duc,A,néant
tc0578-LEMARQUIS,,H,marquis,A,néant
tc0578-LECOMTE,,H,comte,A,néant
tc0578-LEBARON,,H,baron,A,néant
tc0578-FRANÇOISIer,,H,roi,A,néant
tc0578-UNINSPECTEURDESBATIMENTS,,H,inspecteur,A,néant
tc0578-BOUCHET,,H,historiographe,A,néant
tc0578-LABBEDERIMEVILLE,,H,abbé,A,néant
tc0578-UNSUISSE,,H,suisse,A,néant
tc0829-SILENE,,H,soldat,A,néant
tc0829-CHOEURDESATYRES,,H,satyre,A,néant
tc0829-ULYSSE,,H,roi,A,néant
tc0829-LECYOLOPEPOLYPHEME,,H,cyclope,A,néant
tc0584-LEROI,,H,roi,A,néant
tc0584-LISANDRE,,H,aristocrate,A,néant
tc0584-CALISTE,,H,aristocrate,A,néant
tc0584-VALET,,H,valet,A,néant
tc0584-LEON,,H,aristocrate,A,néant
tc0584-BERONTE,,H,aristocrate,A,néant
tc0584-CLEANDRE,,H,aristocrate,A,néant
tc0584-PAGE,,H,page,A,néant
tc0584-CLARINDE,,H,aristocrate,A,néant
tc0584-CRISANTE,,H,aristocrate,A,néant
tc0584-LEBOUCHER,,H,boucher,A,néant
tc0584-LABOUCHERE,,H,boucher,A,néant
tc0584-LEGEOLIER,,H,geôlier,A,néant
tc0584-LIDIAS,,H,aristocrate,A,néant
tc0584-DORILAS,,H,aristocrate,A,néant
tc0584-ORANTE,,H,aristocrate,A,néant
tc0584-ADRASTE,,H,aristocrate,A,néant
tc0584-HIPPOLYTE,,H,aristocrate,A,néant
tc0584-LIDIAN,,H,aristocrate,A,néant
tc0584-LUCIDAN,,H,aristocrate,A,néant
tc0584-VARASQUE,,H,aristocrate,A,néant
tc0584-JUGE,,H,juge,A,néant
tc0584-LE-COURRIER,,H,courrier,A,néant
tc0209-,,H,chevalier,A,néant
tc0209-,,H,valet,A,néant
tc0209-,,H,domestique,A,néant
tc0209-,,H,comte,A,néant
tc0209-,,H,suivante,A,néant
tc0629-LICIDAS,,H,bourgeois,A,néant
tc0629-POLEMON,,H,bourgeois,A,néant
tc0629-CELIE,,H,bourgeois,A,Clarigène
tc0629-CLEONE,,H,bourgeois,A,néant
tc0629-CLARIGENE,,H,bourgeois,A,Célie
tc0629-TELARISTE,,H,bourgeois,A,néant
tc0629-CLEANTE,,H,bourgeois,A,néant
tc0629-CEPHISE,,H,bourgeois,A,néant
