role_id,civil,type,statut,age,stat_amour
tc0596-MADAMELAVADE,,H,commerçant,A,néant
tc0596-TROTIN,,H,garçon de boutique,J,néant
tc0596-MONSIEURTREPANILLAC,,H,médecin,A,néant
tc0596-MONSIEURFRAC,,H,tailleur,A,néant
tc0596-MONSIEURTRESSANT,,H,perruquier,A,néant
tc0718-IRADAN,,,,,
tc0718-CESENE,,,,,
tc0718-VIEIL-ARZEMON,,,,,
tc0718-JEUNE-ARZEMON,,,,,
tc0718-ARZAME,,,,,
tc0718-MEGATISE,,,,,
tc0718-PRETRES,,,,,
tc0718-L-EMPEREUR,,,,,
tc0718-SOLDATS,,,,,
tc0423-UNMONSIEUR,,H,bourgeois,A,
tc0727-MONSIEURFRANVILLE,,H,,A,néant
tc0727-UNSOUFLEUR,,H,souffleur,A,néant
tc0727-UNVALETALLEMAND,,H,,A,néant
tc0727-LEBEAULEANDRE,,H,,A,néant
tc0727-MONSIEURPOINTU,,H,,A,néant
tc0727-MADMEPOINTU,,H,,A,néant
tc0727-LABBE,,H,,A,néant
tc0727-LECOMMISSAIRE,,H,,A,néant
tc0727-LEFIACRE,,H,,A,néant
tc0900-PHILIS,,H,berger,A,néant
tc0900-THERSANDRE,,H,berger,A,néant
tc0900-TROUPEdePAYSANSetdePAYSANNES,,H,paysan,A,néant
tc0900-BACCHUS,,D,dieu,A,néant
tc0900-LAMOUR,,D,dieu,A,néant
tc0900-SILENE,,D,demi-dieu,A,néant
tc0900-FORET,,H,bourgeois,A,néant
tc0900-CLITANDRE,,H,aritocrate,A,néant
tc0900-ERASTE,,H,aristocrate,A,néant
tc0900-KERPINOT,,H,bourgeois,A,néant
tc0900-LECHEVALIER,,H,chevalier,A,néant
tc0900-LAFOLIE,,P,allégorie,A,néant
tc0900-LAVEUVE,,H,bourgeois,A,néant
tc0900-NERINE,,H,bourgeois,A,néant
tc0900-MADAMEPINTERELLE,,H,bourgeois,A,néant
tc0900-LUCILE,,H,bourgeois,A,néant
tc0900-CLAUDINE,,H,bourgeois,A,néant
tc0602-LOCEAN,,D,dieu,A,néant
tc0602-THETIS,,D,dieu,A,néant
tc0602-LASEINE,,N,personnification,A,néant
tc0602-LEGANGE,,N,personnification,A,néant
tc0602-LENIL,,N,personnification,A,néant
tc0602-LEDANUBE,,N,personnification,A,néant
tc0602-LEPACTOLE,,N,personnification,A,néant
tc0602-NEREIDESetTRITONS,,D,dieu,A,néant
tc0602-AMOURSJEUXetPLAISIRS,,D,personnification,A,néant
tc0602-CHOEURdesRIVIERESdesFONTAINESetdesRUISSEAUX,,N,cours d'eau,A,néant
tc0117-THEMISTOCLE,,H,général,A,néant
tc0117-XERXES,,H,roi,A,néant
tc0117-MILTIADE,,H,prince,A,néant
tc0117-ARISTIDE,,H,ambassadeur,A,néant
tc0117-PARMENIS,,H,ambassadeur,A,néant
tc0117-ARTABAN,,H,ministre,A,néant
tc0117-ROXANE,,H,prince,A,néant
tc0117-THEMIRE,,H,suivante,A,néant
tc0117-HYDASPE,,H,officier,A,néant
tc0658-LUCILE,,H,bourgeois,A,amoureux
tc0658-PHENICE,,H,bourgeois,A,néant
tc0658-DAMIS,,H,bourgeois,A,amoureux
tc0658-MONSIEUR-ERGASTE,,H,bourgeois,A,néant
tc0658-MONSIEUR-ORGON,,H,bourgeois,A,néant
tc0658-LISETTE,,H,suivante,A,néant
tc0658-FRONTIN,,H,valet,A,néant
tc0658-DOMESTIQUE,,H,domestique,A,néant
tc0340-GUSTAVE,,H,prince,A,néant
tc0340-ADELAIDE,,H,prince,A,néant
tc0340-CHRISTIERNE,,H,roi,A,néant
tc0340-FREDERIC,,H,prince,A,néant
tc0340-LEONOR,,H,prince,A,néant
tc0340-CASIMIR,,H,aristocrate,A,néant
tc0340-RODOLPHE,,H,confident,A,néant
tc0340-SOPHIE,,H,confident,A,néant
tc0340-GARDES,,H,garde,A,néant
tc0460-ORGON,,H,bourgeois,A,néant
tc0460-BAVARDIN,,H,bourgeois,A,néant
tc0460-GERONTE,,H,bourgeois,V,néant
tc0460-JULIE,,H,bourgeois,J,néant
tc0460-DAMIS,,H,bourgeois,J,néant
tc0460-MARTON,,H,servante,A,néant
tc0460-CRISPIN,,H,valet,A,néant
tc0379-UNLABOUREUR,,H,laboureur,A,
tc0379-ELECTRE,,H,prince,A,
tc0379-ORESTE,,H,roi,A,
tc0379-PYLADE,,H,roi,A,
tc0379-CHOEUR,,H,choeur,A,
tc0379-UNVIEILLARD,,H,vieillard,V,
tc0379-UNMESSAGER,,H,messager,A,
tc0379-CLYTEMNESTRE,,H,roi,A,
tc0379-LESDIOSCURES,,H,héros,A,
tc0445-XERCES,,H,roi,A,néant
tc0445-MANDANE,,H,prince,A,néant
tc0445-PALMIS,,H,prince,A,néant
tc0445-ROXANE,,H,prince,A,néant
tc0445-THEMISTOCLE,,H,général,A,néant
tc0445-ARTABAZE,,H,aristocrate,A,néant
tc0445-PHARNASPE,,H,aristocrate,A,néant
tc0445-HYDASPE,,H,aristocrate,A,néant
tc0684-MADAMETHIBAUT,,H,bourgeois,A,néant
tc0684-GRABILLLON,,H,servante,A,néant
tc0684-LABRIE,,H,soldat,A,néant
tc0684-LARAMEE,,H,capitaine,A,néant
tc0684-JOLICOEUR,,H,soldat,A,néant
tc0684-LEMAITREACHANTER,,H,Maître à chanter,A,néant
tc0684-LEMAITREADANSER,,H,Maître à danser,A,néant
tc0684-DORISE,,H,bourgeois,A,néant
tc0684-ANGELIQUE,,H,bourgeois,A,néant
tc0684-LECOMTE,,H,comte,A,néant
tc0684-MADEMOISELLEGOGO,,H,bourgeois,A,néant
tc0684-CHAMPAGNE,,H,bourgeois,A,néant
tc0684-ERASTE,,H,officier,A,néant
tc0684-ARAMINTE,,H,bourgeois,A,amoureux
tc0684-LECHEVALIER,,H,chevalier,A,amoureux
tc0684-LEMARQUIS,,H,marquis,A,néant
tc0684-LECOCHER,,H,cocher,A,néant
tc0684-LEANDRE,,H,bourgeois,A,néant
tc0684-DORANTE,,H,bourgeois,A,néant
tc0684-MELINDE,,H,bourgeois,A,néant
tc0684-MONSIEURDUBOIS,,H,bourgeois,A,néant
tc0684-MONSIEURDELAPROTASE,,H,poète,A,néant
tc0684-ORGON,,H,bourgeois,A,néant
tc0684-ARDALISE,,H,bourgeois,A,néant
tc0684-LISETTE,,H,bougeois,A,néant
tc0684-LEPETITDRAGON,,H,bougeois,J,néant
tc0684-MADAMETORQUETTE,,H,commerçant,A,néant
tc0684-CASCARET,,H,laquais,A,néant
tc0605-LEANDRE,,H,bourgeois,A,néant
tc0605-ARLEQUIN,,H,bourgeois,A,néant
tc0605-GILLES,,H,valet,A,néant
tc0605-CATIN,,H,bourgeois,A,néant
tc0605-LAPOTHICAIRE,,H,apothicaire,A,néant
tc0183-DORANTE,,H,officier,A,néant
tc0183-AGATHE,,H,fermier,A,Dorante
tc0183-PASQUIN,,H,valet,A,néant
tc0183-LISETTE,,H,bourgeois,A,néant
tc0183-COLIN,,H,fermier,A,néant
tc0183-NANETTE,,H,berger,A,néant
tc0183-NICAISE,,H,bergère,A,néant
tc0183-BERGERSBERGERES,,H,berger,A,néant
tc0430-PYRRHUS,,,,,
tc0430-GLAUCIAS,,,,,
tc0430-NEOPTOLEME,,,,,
tc0430-ILLYRUS,,,,,
tc0430-ERICIE,,,,,
tc0430-ANDROCLIDE,,,,,
tc0430-CYNEAS,,,,,
tc0430-ISMENE,,,,,
tc0430-GARDES,,,,,
tc0430-SUITE,,,,,
tc0621-PROETUS,,H,roi,A,néant
tc0621-LICAS,,H,confident,A,néant
tc0621-BELLEROPHON,,H,prince,A,néant
tc0621-STENOBEE,,H,prince,A,néant
tc0621-MEGARE,,H,aristocrate,A,néant
tc0621-PHILONOE,,H,aristocrate,A,néant
tc0621-LADICE,,H,confident,A,néant
tc0621-TIMANTE,,H,capitaine,A,néant
tc0621-GARDES,,H,garde,A,néant
tc0595-MONSIEURNAQUART,,H,procureur,A,néant
tc0595-MONSIEURBLANDINEAU,,H,procureur,A,néant
tc0595-LECOMTE,,H,comte,A,néant
tc0595-LOLIVE,,H,valet,A,néant
tc0595-LEMAGISTER,,H,magister,A,néant
tc0595-MADAMEBLANDINEAU,,H,bourgeois,A,néant
tc0595-LAGREFFIERE,,H,greffier,A,néant
tc0595-L’ELUE,,H,bourgeois,A,néant
tc0595-MADAMECARMIN,,H,bourgeois,A,néant
tc0595-ANGELIQUE,,H,bourgeois,A,Le Comte
tc0595-LISETTE,,H,suivante,A,néant
tc0595-CLAUDINE,,H,bourgeois,A,néant
tc0595-UNLAQUAIS,,H,laquais,A,néant
tc0595-PAYSANSPAYSANNES,,H,paysan,A,néant
tc0591-LA-JOUEUSE,,H,bourgeois,A,néant
tc0591-ORGON,,H,bourgeois,A,néant
tc0591-JACINTE,,H,bourgeois,A,amoureux
tc0591-DORANTE,,H,bourgeois,A,amoureux
tc0591-LE-CHEVALIER,,H,chevalier,A,amoureux
tc0591-LA-MARQUISE,,H,marquis,A,néant
tc0591-TRIOLET,,H,musicien,A,néant
tc0591-LISETTE,,H,suivante,A,néant
tc0591-FROSINE,,H,suivante,A,néant
tc0591-CHAMPAGNE,,H,laquais,A,néant
tc0447-LE-PRESIDENT,,H,président,A,néant
tc0447-LA-PRESIDENTE,,H,bourgeois,A,néant
tc0447-LA-TANTE,,H,bourgeois,A,néant
tc0447-LA-VEUVE,,H,bourgeois,A,néant
tc0447-VALERE,,H,bourgeois,A,néant
tc0447-LIGOURNOIS,,H,bourgeois,A,néant
tc0447-L-HOTESSE,,H,hôtesse,A,néant
tc0447-DAMIS,,H,bourgeois,A,néant
tc0447-GLACIGNAC,,H,bourgeois,A,néant
tc0447-UN-NOTAIRE,,H,notaire,A,néant
tc0670-,,D,muse,A,néant
tc0670-,,P,allégorie,A,néant
tc0670-LACOMTESSE,,H,comte,A,Le Marquis
tc0670-OLIMPE,,H,aristocrate,A,Le Chevalier
tc0670-LEMARQUIS,,H,marquis,A,La Comtesse
tc0670-LECHEVALIER,,H,chavalier,A,Olimpe
tc0670-LEVICOMTE,,H,vicomte,A,La Comtesse
tc0670-LA-MONTAGNE,,H,valet,A,néant
tc0670-VIRGINIE,,H,suivante,A,néant
tc0670-MELISSE,,H,suivante,A,néant
tc0670-DEUXENFANTS,,H,enfant,A,néant
tc0670-CASCARET,,H,laquais,A,néant
tc0736-LEBARONDESTEINBAK,,H,baron,A,néant
tc0736-ISABELLE,,H,aristocrate,J,néant
tc0736-EUPHROSINE,,H,servante,A,néant
tc0736-LEANDRE,,H,chevalier,J,néant
tc0736-VACARMINI,,H,musicien,A,néant
tc0736-DOUBLE-CROCHE,,H,valet,A,néant
tc0736-ANODIN,,H,apothicaire,A,néant
tc0736-SCRIBANO,,H,écrivain,A,néant
tc0736-UNPETITVALET,,H,valet,A,néant
tc0736-VALETETRANGER,,H,valet,A,néant
tc0561-THIBAUT,,H,fermier,A,néant
tc0561-LOUISON,,H,bourgeois,A,néant
tc0561-COLIN,,H,bourgeois,A,néant
tc0561-MARTINE,,H,valet,A,néant
tc0561-LAFLECHE,,H,valet,A,néant
tc0561-GALOCHE,,H,bourgeois,A,néant
tc0561-LEMAGISTER,,H,magister,A,néant
tc0561-LECARILLONNEUR,,H,carillonneur,A,néant
tc0561-LEMENESTRIER,,H,,A,néant
tc0561-NYMPHEDUCHATEAU,,D,nymphe,A,néant
tc0561-CLAUDINE,,H,paysan,A,néant
tc0561-PIERROT,,H,paysan,A,néant
tc0561-PAYSANSETPAYSANNES,,H,paysan,A,néant
tc0458-CANDIDE,,H,bourgeois,A,Medame Candide
tc0458-MADAME-CANDIDE,,H,bourgeois,A,Candide
tc0458-JUSTIN,,H,bourgeois,J,néant
tc0458-PANGLOSS,,H,philosophe,A,néant
tc0458-MARTIN,,H,bourgeois,A,néant
tc0458-CACAMBO,,H,bourgeois,A,néant
tc0458-CALEB,,H,bourgeois,A,marié
tc0458-ZULMIS,,H,bourgeois,J,néant
tc0458-ZELIE,,H,bourgeois,J,néant
tc0458-OSMIN,,H,bourgeois,A,marié
tc0831-LISANOR,,H,prince,J,amoureux
tc0831-CELINE,,H,aristocrate,J,amoureux
tc0831-THERSANDRE,,H,aristocrate,J,néant
tc0831-LISIDAS,,H,aristocrate,J,néant
tc0831-AGANTE,,H,prince,J,néant
tc0831-CALISTE,,H,prince,J,néant
tc0831-LE-ROI,,H,roi,A,néant
tc0831-ALCIRE,,H,aristocrate,A,néant
tc0831-CHRISANTE,,H,ambassadeur,A,néant
tc0831-CLARIN,,H,berger,V,néant
tc0381-CHEREE,,H,aristocrate,A,Pamphile
tc0381-PARMENON,,H,esclave,A,néant
tc0381-PAMPHILE,,H,aristocrate,A,Cherée
tc0381-PHEDRIE,,H,aristocrate,A,Théïs
tc0381-THAÏS,,H,aristocrate,A,Phédrie
tc0381-THRASON,,H,capitan,A,Thaïs
tc0381-GNATON,,H,confident,A,néant
tc0381-DAMIS,,H,aristocrate,A,néant
tc0381-CHREMES,,H,aristocrate,A,néant
tc0381-PYTHIE,,H,femme de chambre,A,néant
tc0381-DORIE,,H,servante,A,néant
tc0381-DORUS,,H,eunuque,A,néant
tc0381-SIMALION,,H,soldat,A,néant
tc0381-DONAX,,H,soldat,A,néant
tc0381-SYRISCE,,H,soldat,A,néant
tc0381-SANGA,,H,soldat,A,néant
tc0414-GERMAIN,,H,bourgeois,A,néant
tc0414-MADAMEGERMAIN,,H,bourgeois,A,néant
tc0414-JOSEPH,,H,bourgeois,J,néant
tc0414-MADEMOISELLEGERMAIN,,H,bourgeois,J,néant
tc0414-JAVOTTE,,H,servante,A,néant
tc0414-HURLUBRELU,,H,valet,A,néant
tc0414-DECRAQUIGNAC,,H,aristocrate,A,néant
tc0414-UNHUISSIER,,H,huissier,A,néant
tc0414-UNNOTAIRE,,H,notaire,A,néant
tc0414-UNPERRUQUIER,,H,perruquier,A,néant
tc0414-UNPORTE-FAIX,,H,porte-fais,A,néant
tc0414-UNSOLDAT,,H,soldat,A,néant
tc0414-UNCABARETIER,,H,cabaretier,A,néant
tc0231-LUBIN,,H,bourgeois,A,néant
tc0231-LUBINE,,H,bourgeois,A,néant
tc0231-LE-COMPERE,,H,bourgeois,A,Lubine
tc0231-MONSIEUR-RAGOT,,H,bourgeois,A,Lubine
tc0231-CROQUILLON,,H,valet,A,néant
tc0196-DONJUAN,,H,aristocrate,A,néant
tc0196-DONLOUIS,,H,aristocrate,V,néant
tc0196-ELVIRE,,,bourgeois,A,amoureux
tc0196-DONALONSE,,H,aristocrate,A,néant
tc0196-DONCARLOS,,H,aristocrate,A,néant
tc0196-GUSMAN,,H,valet,A,néant
tc0196-SGANARELLE,,H,valet,A,néant
tc0196-LAVIOLETTE,,H,laquais,A,néant
tc0196-RAGOTIN,,H,laquais,A,néant
tc0196-MONSIEUR_DIMANCHE,,H,commerçant,A,néant
tc0196-LARAMEE,,H,spadassin,A,néant
tc0196-PIERROT,,H,paysan,A,néant
tc0196-CHARLOTTE,,H,paysan,A,néant
tc0196-MATHURINE,,H,paysan,A,néant
tc0196-LASTATUEDUCOMMANDEUR,,H,aristocrate,A,néant
tc0196-SPECTRE,,P,fantôme,A,néant
tc0196-SUIVANTSDEDONALONSE,,H,suite,A,néant
tc0196-UNPAUVRE,,H,suite,A,néant
tc0500-BELLE-OMBRE,,H,comédien,A,néant
tc0500-ARLEQUIN,,H,comédien,A,néant
tc0500-LETAMBOUR,,H,comédien,A,néant
tc0500-BELLEFLEUR,,H,comédien,A,néant
tc0500-BELLEEPINE,,H,comédien,A,néant
tc0500-MADAMEBELLEEPINE,,H,bourgeois,A,néant
tc0500-BEAU-SEJOUR,,H,comédien,A,néant
tc0500-BEAUSOLEIL,,H,comédien,A,néant
tc0500-MADAMEBEAUSOLEIL,,H,bourgeois,A,néant
tc0500-MONSIEURDEBLANDIMARE,,H,aristocrate,A,néant
tc0500-HOTEDEMONSIEURBLANDIMARE,,,,,
tc0833-BRUTUS,,H,consul,A,
tc0833-VALERIUS,,H,consul,A,
tc0833-TITUS,,H,aristocrate,J,
tc0833-TIBERINUS,,H,aristocrate,J,
tc0833-OCTAVIUS,,H,aristocrate,A,
tc0833-AQUILIUS,,H,aristocrate,A,
tc0833-VALERIE,,H,aristocrate,A,
tc0833-AQUILIE,,H,aristocrate,J,
tc0833-PLAUTINE,,H,confident,A,
tc0833-ALBINE,,H,confident,A,
tc0833-MARCELLUS,,H,confident,A,
tc0258-ATYS,,H,berger,A,néant
tc0258-CYBELE,,D,dieu,A,néant
tc0258-IRIS,,D,dieu,A,néant
tc0258-IDAS,,H,berger,A,néant
tc0258-DORIS,,H,berger,A,néant
tc0258-MELISSE,,H,,A,néant
tc0258-SANGARIDE,,H,,A,néant
tc0258-FLORE,,D,dieu,A,néant
tc0258-MELPOMENE,,H,muse,A,néant
tc0258-TEMPS,,H,allégorie,A,néant
tc0258-HEURES,,H,choeur,A,néant
tc0258-ZEPHIR,,H,allégorie,A,néant
tc0258-CHOEUR,,H,choeur,A,néant
tc0258-SOMMEIL,,H,allegorie,A,néant
tc0258-MORPHEE,,H,dieu,A,néant
tc0258-PHOBETOR,,H,,A,néant
tc0258-PHANTASE,,H,,A,néant
tc0258-SONGES,,H,songe,A,néant
tc0258-SANGAR,,H,personnification,A,néant
tc0258-NYMPHES,,D,nymphe,A,néant
tc0258-FLEUVES,,D,,A,néant
tc0258-FONTAINES,,D,dieu,A,néant
tc0258-RUISSEAUX,,D,dieu,A,néant
tc0258-CELAENUS,,H,,A,néant
tc0258-PHRYGIENS,,H,peuple,A,néant
tc0537-LAFERMIEREDESHALLES,,H,fermeir,A,néant
tc0537-MONSIEURNOYAU,,H,marchand,A,néant
tc0537-MARIE-JEANNE,,H,fruitier,A,néant
tc0537-BABET,,H,fruitier,A,néant
tc0537-FANCHON,,H,fruitier,A,néant
tc0537-MARGOT,,H,écosseuse,A,néant
tc0537-GENEVIEVE,,H,écosseuse,A,néant
tc0537-JEROME,,H,écosseuse,A,néant
tc0537-BELLE-ROSE,,H,dragon,A,néant
tc0537-MANON,,H,bouquetière,A,néant
tc0537-UNPETIT-MAITRE,,H,bourgeois,A,néant
tc0537-UNGARÇONPERRUQUIER,,H,perruquier,A,néant
tc0537-UNEMARCHANDEDECITRONS,,H,marchand,A,néant
tc0537-UNAVEUGLE,,H,musicien,A,néant
tc0537-PERSONNAGESdetousmétiers,,H,bourgeois,A,néant
tc0823-DIANE,,H,aristocrate,A,amoureux
tc0823-ELISE,,H,aristocrate,A,amoureux
tc0823-PAULINE,,H,suivante,A,néant
tc0823-JULIE,,H,suivante,A,néant
tc0823-CLORIMANT,,H,aristocrate,A,néant
tc0823-CLITANDRE,,H,aristocrate,A,néant
tc0823-GERASTE,,H,serviteur,A,amoureux
tc0823-ORMIN,,H,serviteur,A,amoureux
tc0823-POLEMAS,,H,aristocrate,V,néant
tc0823-OCTAVE,,H,aristocrate,A,amoureux
tc0740-MONSIEURSANGLIER,,H,bourgeois,A,néant
tc0740-MONSIEURPILLIER,,H,bourgeois,A,néant
tc0740-MONSIEURPOINTDUTOUT,,H,bourgeois,A,néant
tc0740-MONSIEURQUIMPORTE,,H,bourgeois,A,néant
tc0740-UNGARÇON,,H,cafetier,A,néant
tc0125-CLIDAMANT,,H,aristocrate,A,néant
tc0125-TURLUPIN,,H,valet,A,néant
tc0125-LEMARQUIS,,H,marquis,A,néant
tc0125-URANIE,,H,aristocrate,A,néant
tc0125-CLEONICE,,H,aristocrate,A,néant
tc0125-LISETTE,,H,suivante,A,néant
tc0125-POLIXENE,,H,aristocrate,A,néant
tc0125-VALERE,,H,aristocrate,A,néant
tc0799-LE-PRESIDENT,,H,président,A,néant
tc0799-LA-PRESIDENTE,,H,bourgeois,A,néant
tc0799-LUCIE,,H,bourgeois,A,néant
tc0799-DAMIS,,H,bourgeois,A,néant
tc0799-MONSIEUR-ARGAN,,H,bourgeois,A,néant
tc0799-LISETTE,,H,suivante,A,néant
tc0799-THIBAUT,,H,domestique,A,néant
tc0799-HORTENCE,,H,jardinier,A,néant
tc0799-FRONTIN,,H,valet,A,néant
tc0302-ACHILLE,,H,roi,A,Briséide
tc0302-BRISEIDE,,H,eclave,A,néant
tc0302-ALCIMEDE,,H,écuyer,A,néant
tc0302-PRIAM,,H,roi,A,marié
tc0302-HECUBE,,H,roi,A,marié
tc0302-POLIXENE,,H,prince,J,néant
tc0302-PERIS,,H,prince,J,néant
tc0302-DEIPHOBE,,H,prince,J,néant
tc0302-AJAX,,H,capitaine,A,néant
tc0302-ULYSSE,,H,capitaine,A,néant
tc0302-AGAMEMNON,,H,général,A,néant
tc0302-CONSEIL-DES-GRECS,,H,aristocrate,A,néant
tc0302-TROYENS,,H,soldat,A,néant
tc0302-SOLDAT-GREC,,H,soldat,A,néant
tc0417-LEDUC,,H,duc,A,néant
tc0417-UNPAGE,,H,page,A,néant
tc0417-LABBECOURANT,,H,abbé,A,néant
tc0417-LABBEDEMALENCONTRE,,H,abbé,A,néant
tc0205-ALEXANDREDEMEDICIS,,H,duc,A,néant
tc0205-LORENZODEMEDICIS,,H,aristocrate,A,néant
tc0205-COMEDEMEDICIS,,H,aristocrate,A,néant
tc0205-LECARDINALCIBO,,H,cardinal,A,néant
tc0205-LEMARQUISCIBO,,H,marquis,A,néant
tc0205-SIREMAURICE,,H,chancelier,A,néant
tc0205-LECARDINALBACCIOVALORI,,H,commissaire apostolique,A,néant
tc0205-JULIENSALVIATI,,H,aristocrate,A,néant
tc0205-PHILIPPESTROZZI,,H,aristocrate,V,néant
tc0205-PIERRESTROZZI,,H,aristocrate,A,néant
tc0205-THOMASSTROZZI,,H,aristocrate,A,néant
tc0205-LEONSTROZZI,,H,aristocrate,A,néant
tc0205-ROBERTOCORSINI,,H,aristocrate,A,néant
tc0205-PALLARUCCELLAI,,H,aristocrate,V,néant
tc0205-ALAMANNOSALVIATI,,H,aristocrate,A,néant
tc0205-FRANCOISPAZZI,,H,aristocrate,A,néant
tc0205-BINDOALTOVITI,,H,aristocrate,A,néant
tc0205-VENTURI,,H,bourgeois,A,néant
tc0205-TEBALDEO,,H,peintre,A,néant
tc0205-SCORONCONCOLO,,H,soldat,A,néant
tc0205-LESHUIT,,H,conseil,A,néant
tc0205-GIOMOLEHONGROIS,,H,écuyer,A,néant
tc0205-MAFFIO,,H,bourgeois,A,néant
tc0205-CATHERINEGINORI,,H,aristocrate,A,néant
tc0205-LAMARQUISECIBO,,H,marquis,A,néant
tc0205-DEUXDAMESDELACOUR,,H,aristocrate,A,néant
tc0205-UNOFFICIERALLEMAND,,H,offciier,A,néant
tc0205-UNORFEVRE,,H,orfèvre,A,néant
tc0205-UNMARCHAND,,H,marchand,A,néant
tc0205-DEUXPRECEPTEURS,,H,précepteur,A,néant
tc0205-DEUXENFANTS,,H,bourgeois,E,néant
tc0205-PAGES,,H,page,A,néant
tc0205-SOLDATS,,H,soldat,A,néant
tc0205-MOINES,,H,moine,A,néant
tc0205-COURTISANS,,H,coutisan,A,néant
tc0205-BANNIS,,H,aristocrate,A,néant
tc0205-ECOLIERS,,H,ecolier,E,néant
tc0205-DOMESTIQUES,,H,domestique,A,néant
tc0205-BOURGEOIS,,H,bourgeois,A,néant
tc0205-MARIESODERINI,,H,aristocrate,A,néant
tc0205-LOUISESTROZZI,,H,aristocrate,A,néant
tc0827-VENUS,,D,dieu,A,néant
tc0827-LESDEUXCUPIDONS,,H,dieu,A,néant
tc0827-DEUXGRACES,,D,grâce,A,néant
tc0827-ARLEQUIN,,H,bourgeois,A,Colombine
tc0827-PIERROT,,H,bourgeois,A,néant
tc0827-LEDOCTEUR,,H,docteur,A,néant
tc0827-SCARAMOUCHE,,H,capitan,A,Colombine
tc0827-COLOMBINE,,H,servante,A,néant
tc0827-MARINETTE,,H,bourgeois,A,néant
tc0827-TROUPEDEMARCHANDSFORAINS,,H,marchand,A,néant
tc0827-TROUPEDEMASQUES,,H,danseur,A,néant
tc0232-TEMIRE,,H,aristocrate,A,néant
tc0232-FATIME,,H,confident,A,néant
tc0232-DIAPHANE,,H,sultan,A,néant
tc0232-ALCIDOR,,H,aristocrate,A,néant
tc0232-JASMIN,,H,vizir,A,néant
tc0232-CARABIN,,H,gascon,A,néant
tc0232-MATADOR,,H,spadassin,A,néant
tc0232-ESCLAVES,,H,esclave,A,néant
tc0652-ANTIGONE,,H,prince,J,néant
tc0652-ISMENE,,H,prince,J,néant
tc0652-CREON,,H,roi,A,néant
tc0652-HEMON,,H,roi,J,Antigone
tc0652-LEGARDIEN,,H,gardien,A,néant
tc0652-LEMESSAGER,,H,messager,A,néant
tc0652-TIRESIAS,,H,oracle,V,néant
tc0652-LENFANTGUIDE,,H,guide,E,néant
tc0652-EURYDICE,,H,roi,A,néant
tc0652-LENVOYE,,H,envoyé,A,néant
tc0652-LECHOEUR,,H,choeur,A,néant
tc0822-JUPITER,,D,dieu,A,néant
tc0822-LAMOUR,,D,dieu,A,néant
tc0822-VENUS,,D,dieu,A,néant
tc0822-MINERVE,,D,dieu,A,néant
tc0822-MOMUS,,D,dieu,A,néant
tc0822-PROMETHEE,,H,demièdieu,A,néant
tc0822-CHOEUR,,H,choeur,A,néant
tc0822-APOLLON,,D,dieu,A,néant
tc0822-MOMUS,,D,dieu,A,néant
tc0822-PENEE,,D,dieu,A,néant
tc0822-DAPHNE,,D,nymphe,A,néant
tc0822-LEUCIPPE,,H,humain,A,Daphné
tc0822-APOLLON,,D,dieu,A,Daphné
tc0822-MOMUS,,D,dieu,A,néant
tc0822-APIDAME,,D,dieu,A,néant
tc0822-AMPHRISE,,D,dieu,A,néant
tc0822-SPERCHEE,,D,dieu,A,néant
tc0822-MEROE,,D,nourrice,A,néant
tc0822-CLIMENE,,D,confident,A,néant
tc0822-CHLORIS,,D,nymphe,A,néant
tc0822-AMYNTE,,D,nymphe,A,néant
tc0822-ISMELE,,H,sybille,A,néant
tc0822-SACRIFICATEUR,,H,sacrificateur,A,néant
tc0822-VENUS,,D,dieu,A,néant
tc0822-LAMOUR,,D,dieu,A,néant
tc0822-DIANE,,D,dieu,A,néant
tc0822-SYLVAINS-CHASSEURS-BERGERS,,D,choeur,A,néant
tc0822-MERCURE,,D,dieu,A,néant
tc0822-MELPOMENE,,D,muse,A,néant
tc0822-THALIE,,D,muse,A,néant
tc0822-UNPOETEHEROÏQUE,,H,poète,A,néant
tc0822-UNPOETELYRIQUE,,H,poète,A,néant
tc0822-UNPOETESATYRIQUE,,H,poète,A,néant
tc0822-PHILIS,,D,muse,A,néant
tc0822-DAPHNIS,,H,poète,A,Philis
tc0822-CHOEURS,,H,choeur,A,néant
tc0088-DON-GARCIE,,H,prince,A,Elvire
tc0088-ELVIRE,,H,prince,A,néant
tc0088-ELISE,,H,aristocrate,A,néant
tc0088-DON-ALPHONSE,,H,prince,A,néant
tc0088-IGNES,,H,comte,A,Don Sylve
tc0088-DONALVAR,,H,confident,A,Elise
tc0088-DONLOPE,,H,confident,A,Elise
tc0088-DONPEDRE,,H,écuyer,A,néant
tc0892-ASSUERUS,,H,,A,néant
tc0892-ESTHER,,H,,A,néant
tc0892-MARDOCHEE,,H,,V,néant
tc0892-AMAN,,H,,A,néant
tc0892-ZARES,,H,,A,néant
tc0892-HYDASPE,,H,officier,A,néant
tc0892-ASAPH,,H,officier,A,néant
tc0892-ELISE,,H,confidente,A,néant
tc0892-THAMAR,,H,suivante,A,néant
tc0892-GARDES,,H,garde,A,néant
tc0892-CHOEUR,,H,choeur,J,néant
tc0892-LAPITIE,,H,allégorie,A,néant
tc0371-DON-BERNARD,,H,aristocrate,A,néant
tc0371-DON-LOPE,,H,aristocrate,A,néant
tc0371-DON-PEDRE,,H,roi,A,néant
tc0371-INFANTE,,H,prince,A,amoureux
